id,reference
0,48.3626761
1,75.9694545
2,85.5326277
3,48.3974099
4,90.4279998
5,10.9040185
6,79.1068207
7,56.7239706
8,36.1465418
9,32.7712417
10,38.8470228
11,87.1634808
12,78.042252
13,61.4376682
14,32.270316
15,56.4876921
16,30.2239173
17,80.4690414
18,86.3961173
19,35.6753884
20,63.8034421
21,81.8581563
22,26.6749446
23,66.5749062
24,49.1553311
25,14.9058424
26,17.0657582
27,31.9897745
28,75.2548659
29,36.9403441
30,86.8261651
31,70.6126454
32,62.5180046
33,88.9012944
34,60.2212858
35,52.0506065
36,30.0930938
37,81.4847993
38,40.3264989
39,62.0928849
40,78.6272207
41,87.5430427
42,48.6350671
43,91.9764846
44,48.0296274
45,50.0476129
46,21.4911931
47,88.7075796
48,54.1709525
49,24.5996942
50,62.1771714
51,46.1188376
52,34.0509729
53,70.5094832
54,86.2265162
55,91.4921059
56,84.481395
57,43.0583542
58,29.7777611
59,48.280157
60,49.9153166
61,55.475559
62,34.8832472
63,50.0824454
64,62.572251
65,36.700097
66,69.6184331
67,84.374937
68,53.9554345
69,78.8255512
70,87.3851668
71,67.2546273
72,24.3674345
73,78.9196424
74,59.7178156
75,23.4575319
76,67.7277582
77,36.7082686
78,87.8781219
79,34.7923355
80,61.6780793
81,94.3419166
82,46.3869301
83,47.2716539
84,21.3035715
85,62.5980449
86,23.4860313
87,78.2232053
88,17.0400738
89,58.3948872
90,71.3736855
91,17.2299707
92,37.879768
93,26.1855699
94,40.1628647
95,31.4048954
96,14.0894936
97,64.7541283
98,64.7346703
99,24.9019512
100,51.0076109
101,60.6295214
102,36.1355656
103,28.5668164
104,60.7516778
105,54.8953257
106,28.6807101
107,89.9733661
108,55.4870176
109,21.5000538
110,56.0247084
111,78.7903066
112,27.6913543
113,14.9949572
114,88.8512684
115,18.8607416
116,81.0132044
117,33.7197924
118,33.6109668
119,54.8806046
120,51.8303205
121,81.4204735
122,16.8117295
123,36.5555742
124,38.0007334
125,47.1851546
126,38.1285149
127,51.638227
128,26.4836761
129,11.221306
130,89.6004973
131,72.2669415
132,69.0188393
133,42.4459378
134,56.4545209
135,67.4552563
136,50.566617
137,62.6102309
138,81.466228
139,9.76665391
140,19.116345
141,82.4194266
142,14.0887758
143,59.349062
144,48.9320605
145,34.5516191
146,15.2429294
147,75.1609141
148,38.8537698
149,40.8980925
150,60.9248962
151,75.1755779
152,42.3565702
153,70.9951172
154,78.4343258
155,31.484284
156,79.6112041
157,50.6653127
158,47.9841577
159,70.0303078
160,32.8712822
161,81.7164071
162,26.8601136
163,49.8873369
164,29.4211342
165,24.4086315
166,50.213563
167,70.4979208
168,37.7132886
169,26.8112609
170,41.9246882
171,14.4192381
172,36.0214215
173,14.9771999
174,73.4474792
175,33.672465
176,63.8463389
177,27.9669866
178,78.160911
179,43.9309165
180,45.4894035
181,40.1425473
182,64.708383
183,74.9460428
184,32.4882679
185,82.3278072
186,62.7846135
187,83.7621027
188,44.3666389
189,49.9213155
190,88.2063359
191,52.4575644
192,40.8905425
193,86.1931283
194,84.4583229
195,47.036168
196,27.1798092
197,65.243738
198,80.1379787
199,33.3864354
200,62.9812222
201,40.6943139
202,39.4524178
203,28.8615421
204,60.361273
205,16.7298898
206,25.8820116
207,89.2222102
208,35.7808467
209,55.0092356
210,70.0105262
211,68.1996353
212,55.9350765
213,50.9654443
214,28.3317718
215,66.8955571
216,45.4991313
217,32.1919442
218,29.8417442
219,53.1087862
220,14.0680079
221,37.6954872
222,66.0852688
223,38.7831897
224,60.6424151
225,36.1233794
226,8.35426125
227,58.3057013
228,35.9128876
229,88.7439967
230,37.0798716
231,74.1325435
232,26.4670386
233,34.8041873
234,35.3591987
235,34.2322835
236,60.8142565
237,58.8355597
238,36.6524665
239,51.1746064
240,74.2154117
241,55.0764336
242,24.2188281
243,68.9485249
244,62.0081859
245,44.4803921
246,12.9498606
247,31.4787707
248,27.1905686
249,10.5045515
250,57.94383
251,59.8320525
252,57.2268047
253,81.2919886
254,80.6748068
255,41.7973158
256,16.0892702
257,87.2340713
258,7.95569788
259,93.6069473
260,59.4262008
261,63.119448
262,17.183932
263,50.5625848
264,59.4442448
265,55.3070363
266,12.7091879
267,85.6717316
268,18.4021082
269,74.4030537
270,56.0152289
271,58.6012728
272,82.5412636
273,28.8190994
274,65.1210373
275,39.1673572
276,47.7850709
277,56.4944778
278,56.6566572
279,26.6004839
280,61.2125619
281,88.7286797
282,7.37501028
283,36.2710343
284,70.048245
285,50.6915092
286,22.2623537
287,62.7460469
288,41.6434115
289,45.4713784
290,37.2195181
291,8.03923731
292,44.328118
293,39.7798203
294,61.5838106
295,73.8474495
296,35.3172048
297,8.32380922
298,35.9371736
299,59.0255729
300,24.4718568
301,91.0356491
302,39.8695124
303,53.7650339
304,11.9244862
305,10.7166683
306,54.716628
307,60.5541552
308,56.5103237
309,32.1299535
310,51.394324
311,44.1230721
312,32.7062359
313,49.1979391
314,59.1038559
315,66.7913122
316,47.2620798
317,80.2192546
318,23.6866253
319,13.0472217
320,27.4053021
321,8.24154237
322,11.5897441
323,26.5012664
324,39.9549529
325,34.6251177
326,81.97456
327,74.5424602
328,67.4116596
329,54.9699151
330,47.0871582
331,92.9698712
332,89.3383452
333,26.9655757
334,26.1202837
335,77.2905278
336,77.2803385
337,35.4137543
338,35.7173191
339,89.2957016
340,81.2207333
341,40.056109
342,89.1225491
343,32.8170015
344,11.1802797
345,22.793115
346,94.0510821
347,75.8061765
348,30.2883894
349,38.6144619
350,67.9300509
351,63.854705
352,59.780852
353,31.5160048
354,54.3194893
355,35.1947716
356,49.0577407
357,38.1511974
358,53.4274762
359,59.809758
360,62.9480691
361,45.2416289
362,27.4673254
363,73.6153747
364,10.9894468
365,52.0686918
366,20.7638029
367,60.9505272
368,35.45037
369,47.2740295
370,32.4030914
371,23.0602018
372,83.1715622
373,56.2233437
374,25.9276568
375,26.0871299
376,16.8154282
377,14.0995257
378,44.6962467
379,24.743245
380,43.5760994
381,11.4827192
382,11.1194851
383,38.0481739
384,88.7126066
385,50.4055182
386,31.6939559
387,50.2118179
388,56.2665306
389,45.158062
390,27.8036956
391,18.4434074
392,30.0847141
393,27.5015779
394,82.8464295
395,85.3325358
396,9.05571178
397,53.3994173
398,70.0066809
399,10.9540521
400,54.0380203
401,25.0882245
402,11.2290563
403,34.5745214
404,82.6193952
405,31.7047057
406,87.86261
407,59.1209685
408,52.4339579
409,59.5553458
410,47.4654902
411,38.2161689
412,61.856752
413,68.7481273
414,88.7762027
415,87.7197191
416,33.0368984
417,40.1064288
418,44.5691405
419,42.7888521
420,36.1516738
421,9.04446531
422,12.3936752
423,67.3181657
424,34.966481
425,48.1394642
426,83.4564798
427,50.8865243
428,24.8404164
429,31.7817935
430,33.1516831
431,16.381337
432,31.032865
433,13.4144437
434,30.4881431
435,77.2637899
436,46.8248904
437,36.4841272
438,92.4890521
439,57.706508
440,54.1805512
441,18.6978827
442,15.6443037
443,54.6064209
444,95.3881017
445,66.6001893
446,36.5253195
447,57.2355029
448,48.2635543
449,53.0047844
450,52.9629312
451,10.7889708
452,31.0150803
453,64.1699524
454,86.7317154
455,60.0084239
456,42.413756
457,74.3719831
458,36.7032251
459,76.4512826
460,32.6283531
461,46.1739185
462,48.1743
463,47.2805323
464,45.7220803
465,83.0754652
466,33.6002557
467,47.655704
468,48.499522
469,19.3561965
470,92.7134177
