-0.710439,6.54198,7.05521,0.601186,0.702455,0.878408,0.30646,0.4631,0.572,13
0.248843,6.26127,7.3539,1.00022,0.664715,0.759019,0.633342,0.4699,0.4631,13
0.420184,7.71635,4.52699,1.33829,3.15321,2.98245,0.86489,1.1509,2.02945,13
-0.0862209,9.1142,1.89132,1.33956,2.85235,1.40961,0.715085,0.5857,0.8717,13
-0.621496,9.10969,2.35046,0.971332,0.371976,0.74593,0.35414,0.11575,0.1907,13
-1.25553,9.01217,2.77664,0.213563,0.109136,0.145735,0.1089,0.06135,0.0817,13
-1.0293,9.32571,2.48653,0.758344,1.65699,0.801852,0.0818,0.0817,0.0817,13
-0.234821,9.62564,1.6862,1.08364,2.2211,1.22867,1.05559,0.6129,0.8036,13
0.28589,9.31143,1.11469,0.96249,2.09463,1.02462,0.59246,1.5663,0.5311,13
0.343098,9.34044,0.97726,1.10238,2.19096,0.984758,0.64015,1.55955,0.53795,13
0.240401,9.55672,0.979442,1.20909,2.61867,1.17526,0.74231,1.975,0.78315,13
-0.0341867,9.14974,1.15446,1.19843,2.57761,1.21622,0.74912,1.8183,0.864915,13
0.0420872,9.38837,0.711519,1.41705,2.71851,1.73366,0.68101,2.1316,1.09645,13
0.277989,9.37736,0.257149,1.50985,3.30178,1.81079,0.67421,2.90795,1.11685,13
0.0779065,9.46712,0.152821,1.49666,3.53949,1.60567,0.74231,3.2417,1.076,13
-0.0720518,9.32533,0.0953433,1.42828,3.78136,1.64274,0.69464,3.2552,1.0692,13
0.142195,9.09322,0.758382,1.4261,3.37931,1.6156,0.708259,2.75795,1.11009,13
0.121493,9.61023,1.48789,1.47917,2.96507,1.38676,0.8036,2.0909,1.1305,13
-0.0152528,9.40241,1.63567,1.41572,3.21325,1.3538,0.8717,2.7375,1.07595,13
0.0535281,9.19949,1.65759,1.44054,3.22511,1.38338,0.953378,2.7377,1.05555,13
0.0123905,9.5299,1.48339,1.59579,3.15084,1.52399,0.84444,2.3971,1.11005,13
-0.0335083,9.80705,1.22882,1.61661,3.11314,1.64354,0.87851,2.43125,1.17134,13
0.201311,9.50495,1.1215,1.64164,3.39551,1.60846,1.06238,3.1054,1.20535,13
0.119179,9.33184,1.07709,1.63122,3.53538,1.60085,1.02154,2.90815,1.2803,13
-0.367751,9.57007,1.12668,1.60908,3.49354,1.69915,0.80365,2.94895,1.2054,13
-0.0514874,9.57867,1.09549,1.7111,3.5964,1.65107,1.00109,2.8876,1.076,13
0.371425,9.59461,1.03487,1.59097,3.57281,1.69124,1.01472,2.88795,1.15094,13
0.318716,9.6198,1.16849,1.54977,3.42013,1.66114,0.93299,2.6425,1.2258,13
0.404114,9.20247,1.21507,1.59078,3.23732,1.52477,0.858079,2.58095,1.2054,13
0.330567,9.33756,0.969225,1.68539,3.14951,1.5992,1.11004,2.438,1.0692,13
0.268595,9.64114,0.98761,1.73354,3.30306,1.6127,1.01469,2.4651,1.09643,13
0.398121,9.26058,1.28167,1.68037,3.20727,1.45221,0.88532,2.58085,1.07602,13
0.238763,9.12889,1.26873,1.64236,3.01407,1.41617,0.898945,2.30215,1.20539,13
0.00122161,9.14852,1.15473,1.64547,3.0563,1.38883,1.05558,2.41045,1.25986,13
0.337782,9.38977,1.02943,1.82928,3.29172,1.45832,1.07601,2.5127,1.13048,13
0.459825,9.69937,1.01213,1.81268,3.38291,1.52101,1.22583,2.554,1.26668,13
0.168486,9.37015,1.11115,1.6491,3.40361,1.47868,1.0896,2.9077,1.15092,13
0.271998,9.34534,1.05858,1.69072,3.53365,1.56752,1.06238,2.79225,1.09644,13
0.0815868,9.62904,1.02997,1.68167,3.34519,1.61434,0.994285,2.4926,1.35521,13
-0.163308,9.59566,1.07029,1.4627,3.10777,1.52796,0.769525,2.62185,1.04874,13
-0.0143025,9.26619,0.864076,1.44215,3.11947,1.54105,0.858095,2.7036,0.95345,13
-0.141513,9.27982,0.771455,1.61248,3.2168,1.58841,1.05557,2.7379,1.13048,13
-0.0908464,9.66063,1.06388,1.72369,3.35944,1.49806,0.97384,2.77865,1.18495,13
0.18578,9.56636,1.33193,1.66469,3.33486,1.44597,0.919369,2.77875,0.9534,13
0.204169,9.18297,1.23019,1.57895,3.28327,1.49079,1.00113,2.758,1.08963,13
0.289297,9.25736,0.82076,1.72692,3.40617,1.65333,1.08961,2.8739,1.29394,13
0.18837,9.63669,0.763145,1.75791,3.53359,1.80539,0.93299,2.772,1.36203,13
0.0340515,9.54623,1.09058,1.52998,3.29032,1.64963,0.8036,2.62875,1.13049,13
0.15963,9.35213,1.06307,1.33901,2.89851,1.35807,0.78317,2.3903,0.93299,13
0.206348,9.56842,0.98489,1.38127,2.80189,1.36111,0.84444,2.0979,0.9262,13
0.0760022,9.60584,1.13458,1.45986,2.95548,1.39383,0.905735,2.4312,1.11006,13
0.0943911,9.24696,1.11769,1.45922,3.12777,1.45477,0.87851,2.66275,1.11006,13
-0.0226071,9.21159,1.0771,1.48339,3.12408,1.55601,0.82403,2.7379,1.1169,13
0.0682387,9.64688,0.988978,1.49814,2.9481,1.51227,0.84446,2.3016,1.1577,13
0.269,9.4969,1.08799,1.14791,2.32835,1.27246,0.47671,1.4779,0.8853,13
0.233043,9.27177,0.863669,0.79909,1.46435,1.06513,0.37456,0.57205,0.63335,13
0.0396356,9.44042,0.619181,1.02057,1.27834,0.96797,0.653779,0.70145,0.57208,13
-0.148595,9.50033,0.738494,1.26961,1.398,0.932073,1.01472,0.9398,0.5312,13
-0.0449448,9.72832,0.795564,1.27633,1.69473,1.02291,1.01471,1.01495,0.633325,13
-0.162221,9.57222,0.95819,1.27919,2.51065,1.17135,0.687825,1.52545,0.742315,13
-0.332202,9.22492,0.962005,1.46842,2.74106,1.28629,0.898945,2.0841,1.0351,13
-0.227733,9.4712,0.97658,1.41344,2.48599,1.37298,0.90575,1.9135,1.07604,13
-0.124899,9.42949,1.22215,1.35862,2.47922,1.38337,0.71507,2.0157,0.939825,13
-0.137156,9.15109,1.32049,1.43156,2.52138,1.35277,0.69464,1.8798,0.8854,13
-0.191227,9.30857,1.43055,1.291,2.09607,1.25932,0.531195,1.1854,0.6129,13
-0.176927,9.27303,1.75934,0.955016,1.44657,1.00831,0.3405,0.4018,0.2724,13
-0.309862,9.34593,1.85959,0.871237,1.65114,0.872053,0.476715,1.0147,0.4427,13
-0.460093,9.38853,1.63894,1.07682,2.16124,1.07323,0.558431,1.5054,0.63335,13
-0.257967,9.3611,1.70159,1.2077,2.49817,1.24293,0.75596,1.81835,0.7491,13
-0.201714,9.37568,1.83357,1.18187,2.618,1.24427,0.72869,2.0703,0.76955,13
-0.418142,9.33237,1.49688,1.25224,2.51069,1.23856,0.76274,2.04955,0.8649,13
-0.476986,9.31018,1.2671,1.37167,2.39971,1.2275,0.76273,1.9956,0.905755,13
-0.325663,9.3125,1.37211,1.39447,2.48163,1.33214,0.78998,1.9955,0.9943,13
-0.0529828,9.47103,1.34188,1.40674,2.71488,1.35505,0.72869,2.12475,1.00108,13
-0.0200239,9.61014,1.24122,1.52487,2.95371,1.38631,0.919375,2.4718,0.96705,13
-0.163716,9.42544,1.19369,1.48352,2.89657,1.40655,0.89894,2.43105,0.960255,13
0.210981,9.27503,0.963229,1.56705,2.78856,1.34676,1.01471,2.19965,0.994275,13
-0.220243,8.23211,3.11552,1.59869,3.01144,3.50487,1.1305,2.1384,1.70256,13
-1.02848,5.9213,7.01258,0.838066,2.2675,2.93987,0.517575,0.63335,0.7423,13
-1.22066,5.40074,7.97731,0.538991,1.10599,1.17975,0.29968,0.538,0.6333,13
-0.427819,6.71538,6.66675,1.5371,1.19986,1.29266,0.59251,0.69465,0.8785,13
-1.41461,7.73664,3.43737,3.51108,2.59937,3.38478,2.18603,0.76955,1.5868,13
-2.59209,8.29507,0.982167,3.54688,3.56385,2.50913,2.60828,2.29495,1.51184,13
-1.25294,8.93017,1.0094,2.44356,3.07498,1.45642,0.85807,2.0294,0.8854,13
-0.87075,9.39422,0.784804,1.37229,2.54181,1.19861,0.93295,1.9545,0.76275,13
-0.802781,9.72096,0.702673,1.46243,2.64064,1.29131,0.953455,2.0358,0.919365,13
-0.608554,9.75526,0.86612,1.43425,2.64696,1.3062,0.858069,1.8386,0.76271,13
-0.756069,9.56187,0.847189,1.41332,2.66007,1.2201,0.98068,2.00885,0.76956,13
-0.575464,9.70601,0.860396,1.4139,2.61005,1.07409,1.03514,1.96815,0.74232,13
-0.500275,9.76377,0.970449,1.43852,2.51454,1.17729,0.919375,1.78425,0.76277,13
-0.660995,9.53643,1.00355,1.42039,2.47778,1.23508,0.91937,1.62745,0.6946,13
-0.523155,9.41316,0.748572,1.4311,2.51302,1.23852,1.0147,1.85215,0.76274,13
-0.560476,9.43333,0.745576,1.39324,2.42206,1.2313,0.939781,1.81175,0.755945,13
-0.689872,9.43047,1.00273,1.2396,2.30732,1.14189,0.803589,1.764,0.71505,13
-0.825256,9.66503,0.696953,1.23077,2.31558,1.17054,0.803575,1.6821,0.78316,13
-0.879873,9.71893,0.410928,1.16039,2.25771,1.18754,0.728695,1.64805,0.6538,13
-0.761923,9.47457,0.580093,1.26228,2.09269,1.15152,0.837639,1.38225,0.67419,13
-0.649283,9.52212,0.852636,1.25261,1.60842,0.923148,0.97386,0.9334,0.612895,13
-0.761239,9.51871,1.1215,0.979844,0.978224,0.654066,0.708259,0.3814,0.3133,13
-0.825257,9.47646,1.17462,1.0314,2.38373,0.94518,0.59248,0.7901,0.2316,13
-0.927274,10.0433,0.886819,1.39206,3.17132,1.33778,0.878495,2.4655,0.789995,13
-1.14248,9.92173,0.900031,1.438,2.82867,1.24224,0.84445,2.33565,0.8445,13
-1.16195,9.42447,0.850318,1.28818,2.4759,1.16823,0.8853,1.78465,0.783205,13
-1.03596,9.67235,0.700904,1.20661,2.36364,1.21196,0.61291,1.6074,0.844459,13
-0.720653,9.55603,0.706082,1.15837,2.19686,1.12398,0.72871,1.60715,0.660585,13
-0.669852,9.42475,0.441164,1.08919,2.12359,1.00247,0.70141,1.4166,0.592489,13
-0.705263,9.61339,0.277175,0.990888,2.19566,1.01116,0.57208,1.4778,0.551629,13
-0.757157,9.67755,0.172434,1.05413,2.2601,1.13337,0.65378,1.6479,0.61293,13
-1.01745,9.81959,0.324983,1.36832,2.39938,1.15968,0.99431,1.8181,0.68781,13
-0.86299,9.84273,0.606248,1.43775,2.38613,1.19004,0.939781,1.74315,0.612925,13
-0.401665,9.54842,0.882466,1.20342,2.18057,1.15309,0.810425,1.36885,0.769565,13
-0.510762,9.51494,0.831522,1.28254,2.23534,1.01684,1.0147,1.4851,0.78316,13
-0.684013,9.62307,0.610737,1.27262,2.21224,0.989412,0.864891,1.49155,0.63336,13
-0.592621,9.59868,0.412833,1.22326,2.20726,1.0134,0.803611,1.5185,0.599299,13
-0.530648,9.63155,0.441028,1.36182,2.33285,1.16383,0.960215,1.92045,0.7832,13
-0.567833,9.53155,0.64765,1.44245,2.29784,1.18239,0.939785,1.975,0.86487,13
-0.694094,9.65315,0.6501,1.38332,2.34477,1.09107,0.76956,1.7979,0.742308,13
-0.507766,9.56708,0.880554,1.31596,2.08046,1.01862,0.878525,1.5187,0.721855,13
-0.363527,9.33963,0.99946,1.1205,1.78291,1.01051,0.749125,1.08955,0.6742,13
-0.515665,9.80856,0.735908,1.22986,2.58907,1.30549,0.82404,1.5394,0.89893,13
-0.715886,9.94832,0.619181,1.37876,3.02275,1.33169,0.86488,2.5332,0.92616,13
-0.765601,9.43349,0.753749,1.42484,2.77474,1.26535,0.71509,2.1586,0.80361,13
-0.672299,9.40949,0.791339,1.62197,2.89136,1.41279,0.99428,2.2542,0.960245,13
-0.695455,9.75858,0.864483,1.60607,2.96933,1.41545,1.03513,2.22035,1.11006,13
-0.665085,9.77262,0.808095,1.3684,2.68652,1.28133,0.783169,2.04995,0.84446,13
-0.72937,9.55101,0.618497,1.25789,2.43557,1.2104,0.72184,1.893,0.783189,13
-1.83044,4.52754,-3.03964,2.95754,6.28511,4.42978,1.68893,4.99865,3.1054,13
-2.65447,2.21548,-3.25566,3.46201,4.555,6.93292,2.9352,2.6832,3.30295,13
-0.11605,5.82146,3.32011,3.41162,2.05253,6.6932,1.6344,1.5459,2.80585,13
1.8032,6.29872,7.22261,1.38009,1.74386,2.19869,0.83085,1.1509,1.3007,13
0.486382,6.08189,7.6368,1.29642,1.17033,1.44333,0.86489,0.84445,1.0351,13
-0.731406,6.38018,7.20339,0.818175,1.08715,1.65075,0.55159,0.87855,0.98065,13
