id,price_doc
30474,5430897.5701030465
30475,8233223.290566623
30476,5350327.389763558
30477,6024530.101273411
30478,5068435.275019908
30479,9717619.010237796
30480,4212659.643057607
30481,4302519.105703443
30482,4762002.667866092
30483,4950180.884350645
30484,6312094.454767642
30485,4977164.886628013
30486,3762573.7698496426
30487,4134758.3573939055
30488,6506977.505596344
30489,5906127.666741737
30490,22815786.077259965
30491,18467745.440981288
30492,5887650.911690705
30493,13319346.831320716
30494,7084205.720969278
30495,10481841.93049907
30496,8172815.3619453125
30497,7813679.042003068
30498,4475434.173534272
30499,7939972.667676125
30500,11836408.776275571
30501,6858148.388816323
30502,3112148.640389837
30503,6232779.45869821
30504,5963552.005528087
30505,11054087.840511993
30506,3062013.102395953
30507,4838471.241947637
30508,5192164.241224943
30509,7553168.389002041
30510,9250083.447288642
30511,6424056.857846052
30512,6339766.95025856
30513,4207245.065184498
30514,3459123.2617260627
30515,9946143.925216444
30516,5727626.007453238
30517,11742211.906546675
30518,7856483.268281245
30519,4664138.122592401
30520,7307819.33312756
30521,5624228.147289691
30522,7408945.866323843
30523,6425378.888575728
30524,10411240.49489678
30525,10083980.538282856
30526,4846565.038855696
30527,4984660.82843864
30528,6701945.483811531
30529,6481891.616595443
30530,6180855.229292241
30531,14498289.37437933
30532,4768725.802662691
30533,10392525.961130664
30534,7071164.192555005
30535,9339074.381117791
30536,5481855.423445449
30537,11539819.145483412
30538,4959755.256558927
30539,7913418.195818614
30540,9506161.75565299
30541,5997829.8560930025
30542,2146342.2844233126
30543,5599104.712817871
30544,6761007.443468802
30545,8387032.786183969
30546,4188948.304829727
30547,10592294.852225544
30548,4562973.772127646
30549,5355634.2540433705
30550,12293907.256201884
30551,5322719.241821655
30552,1996343.516663924
30553,7471601.8850060925
30554,10818104.46437566
30555,6009380.652225379
30556,9319907.775904464
30557,7535409.7692363355
30558,9005919.126586767
30559,6076624.412649439
30560,5939518.2462080745
30561,6843001.103358083
30562,12802729.87413556
30563,4457142.13862878
30564,7337764.694163268
30565,7012103.954221452
30566,6953313.642744128
30567,2102905.3230681513
30568,9889253.019191444
30569,10141342.805926843
30570,6517203.5372155765
30571,7959915.6675187135
30572,4847491.998163139
30573,6340130.8883734085
30574,6146751.317933306
30575,7204029.075669976
30576,4718973.212820306
30577,4101138.4256897448
30578,3124417.6676067477
30579,7164384.128532725
30580,4611635.253758745
30581,5293708.489582113
30582,12548216.518678928
30583,7115472.271742068
30584,4511742.371393607
30585,2794375.2588942605
30586,9059507.381291032
30587,5870090.678707918
30588,7919028.849744917
30589,7476946.565779033
30590,11770561.54163251
30591,5193736.714428433
30592,6717237.989204079
30593,8002343.120914088
30594,6402469.337106553
30595,5415135.774382681
30596,6400408.769309972
30597,6329717.497993984
30598,9486459.802008774
30599,10298122.228038728
30600,4896199.792438738
30601,6072799.299945262
30602,1980643.868112999
30603,12252928.283443294
30604,4620313.351890117
30605,6982199.925337812
30606,22854262.11068189
30607,6511680.536103768
30608,9041438.855335176
30609,5955753.129532437
30610,3041131.1420586416
30611,5155283.279312557
30612,7341879.996943144
30613,9101338.385105744
30614,17381995.589589894
30615,7690192.33505902
30616,5327503.63763666
30617,9418778.13240917
30618,4987564.201289557
30619,3961430.6660043965
30620,2803490.240364906
30621,8962554.88103722
30622,8107017.999563233
30623,6123839.4766635755
30624,6759552.0910081435
30625,7754419.845742454
30626,6335939.973743602
30627,7107636.247041968
30628,6301823.49796133
30629,5063013.941050148
30630,4292847.620486745
30631,6119372.387712286
30632,4148159.52529383
30633,6115969.769875403
30634,11329200.76372429
30635,9547714.770508042
30636,5460442.05912151
30637,9485485.994488826
30638,5964399.429545516
30639,7604121.760698547
30640,4671968.772145942
30641,7790175.744932991
30642,6488313.048639616
30643,7981221.941974382
30644,9525091.54848728
30645,7200827.825403763
30646,5278036.899266163
30647,4828171.379970634
30648,25020717.749131106
30649,2580311.3713608393
30650,4920968.530215384
30651,3083809.9703229386
30652,4634444.338898876
30653,7285332.17646386
30654,4468727.836739172
30655,13323044.017823573
30656,3829412.880192573
30657,6159946.442881741
30658,11490542.467956482
30659,4872877.221825601
30660,8700081.102496218
30661,6526199.936628343
30662,8776106.100034492
30663,16337069.906728938
30664,11672380.264260901
30665,5935455.923483413
30666,2721196.6104622064
30667,4202460.950355561
30668,9740265.179526124
30669,4743668.752594296
30670,2506866.984763974
30671,7123072.617350298
30672,15690756.92983984
30673,9968931.507188033
30674,11583409.097696224
30675,2138061.670955807
30676,6776181.8334465
30677,4451796.450295968
30678,17042192.931502495
30679,5843858.5661351625
30680,4992705.738998364
30681,2299678.4723517373
30682,8754731.96233896
30683,9648127.889826393
30684,4926704.156371906
30685,7243403.835134982
30686,9394533.797168849
30687,4987105.367009821
30688,4564309.971690329
30689,14134365.270469148
30690,25789025.446665406
30691,4639188.839248355
30692,5945498.233940065
30693,10901593.10511233
30694,5339810.87211178
30695,7609075.642671214
30696,6622454.292904182
30697,11836853.47694681
30698,7255914.637687951
30699,5686700.423531907
30700,4903049.2793348525
30701,9528424.499746326
30702,6220366.550440783
30703,3882663.9420121047
30704,12347951.616463773
30705,8890993.962892946
30706,24686696.135436654
30707,3580997.9923097477
30708,14147910.379934188
30709,5813579.3437866485
30710,7048378.295712246
30711,4681697.402234052
30712,4072212.14266616
30713,6078924.646958837
30714,6801376.722703623
30715,3771729.7701388616
30716,9654527.963965409
30717,6342078.992545994
30718,8716439.94382157
30719,14548342.368024567
30720,7263451.33659267
30721,3964816.40195863
30722,8247952.470583166
30723,6306358.682594236
30724,12279059.666374708
30725,6791318.670751811
30726,11564745.125394281
30727,10036796.627385257
30728,12053922.254449995
30729,3455873.5430279565
30730,6059532.079598035
30731,6200573.48128918
30732,4701549.89030976
30733,9801285.09842121
30734,6677414.928461628
30735,5481903.374508144
30736,4968040.872421557
30737,6663313.271549506
30738,6007877.53449302
30739,4329176.462501691
30740,7210557.144007444
30741,11248127.882648896
30742,4049342.649310887
30743,4938459.257074379
30744,9810191.113196542
30745,6686193.40814638
30746,5587891.754536276
30747,15032977.549756056
30748,16740943.086645424
30749,5124377.215229284
30750,6828963.250030571
30751,3490683.149995592
30752,7487904.5244309185
30753,10412350.470753133
30754,5616320.415347527
30755,4207928.4591380805
30756,6152622.699693108
30757,5334423.344837457
30758,9854273.489203501
30759,6070888.709994184
30760,4047431.1540538287
30761,9642366.011528315
30762,6650812.994225078
30763,12968016.14910214
30764,5878065.104470045
30765,5646958.257447392
30766,3661478.6138524916
30767,9403896.367059419
30768,4528032.613901861
30769,7420999.87820768
30770,5929487.117290694
30771,2923736.4731847397
30772,8396835.192019325
30773,7644781.713546217
30774,5410567.39652432
30775,12441548.985832928
30776,5712094.431689398
30777,5994190.213122597
30778,9145273.916891938
30779,6533213.102772404
30780,7526471.553506951
30781,6798175.345918642
30782,5142952.481621965
30783,5331669.293378697
30784,3652206.1188075496
30785,5206397.022274215
30786,4191037.927082161
30787,6025535.727870714
30788,5447269.840605585
30789,7134935.879621968
30790,6428864.095564412
30791,10013043.629797295
30792,6792558.558995835
30793,12152871.079489006
30794,14069724.823015597
30795,11191685.977074824
30796,11207290.56691181
30797,15737979.587680815
30798,2788087.8230823446
30799,10149005.843290763
30800,13570075.070435232
30801,6001577.744642775
30802,18771475.674605947
30803,2860243.689419015
30804,3476415.030735627
30805,15055806.292010216
30806,6690748.023450101
30807,5963818.565825796
30808,10672082.042594127
30809,4956228.3616207205
30810,11029485.434365828
30811,4336369.8801796585
30812,5407191.07655934
30813,5054782.062887819
30814,2652340.4866281343
30815,4025379.3779236316
30816,8189825.837861216
30817,2041638.512620708
30818,7756904.5677596545
30819,8194845.586920459
30820,5065914.949781318
30821,23828651.469208125
30822,9021570.10878909
30823,7730130.112195254
30824,3628499.5842303634
30825,4924335.8972903555
30826,10220646.133579468
30827,5356975.971133223
30828,5682054.471935222
30829,5354042.019825971
30830,9199185.783403609
30831,6302336.386529693
30832,5872410.492713202
30833,5099309.368377583
30834,4152614.073162165
30835,7277903.005416931
30836,6524005.606592944
30837,5188341.468207108
30838,4468941.817907525
30839,5984805.021261852
30840,11022652.336536907
30841,11194487.321796726
30842,7213715.593834217
30843,5375293.033984837
30844,6232253.263707348
30845,9630869.803720396
30846,4344662.7100372985
30847,5897695.381874074
30848,8447977.744824836
30849,4520763.533380291
30850,3982533.8060157583
30851,4693073.67468867
30852,6753918.254486369
30853,3896618.745249852
30854,5923186.626729988
30855,7991727.706526086
30856,8924257.243831292
30857,2271866.9930547765
30858,4205668.976801714
30859,5690914.045671471
30860,5826472.719763611
30861,9000452.196029063
30862,6423152.420091057
30863,5164016.002824511
30864,6063755.836869363
30865,9598697.742742399
30866,7040820.576516111
30867,5678566.208999262
30868,8363404.063214221
30869,5398291.2973211575
30870,4714665.012241376
30871,8213583.085409141
30872,4539225.2802495705
30873,3808932.367536256
30874,4848053.03980442
30875,6270167.038128292
30876,4914730.902225833
30877,9928826.338144226
30878,5410967.342869902
30879,9479855.26863004
30880,6053323.848222199
30881,1982906.6438341823
30882,11484182.964848204
30883,3382688.801697971
30884,5449765.186126705
30885,5014283.660139618
30886,7160028.465737729
30887,5480459.400255132
30888,4501483.978929632
30889,5066142.319698395
30890,7099289.500408395
30891,3579598.768022927
30892,3646326.6389205283
30893,4180066.5265495954
30894,5474927.838841597
30895,4189465.4614707385
30896,6381698.841081036
30897,7613597.013549363
30898,6832238.795788356
30899,6273347.245169482
30900,3120931.260417576
30901,6442233.684300695
30902,2060871.4351717208
30903,7108842.318058765
30904,7808746.378077511
30905,5446446.848107578
30906,5986152.119390002
