id,reference
0,48.33709100000001
1,76.01517381519194
2,85.4651
3,48.48867900000002
4,90.40600899999997
5,10.918659
6,79.12722100000002
7,56.71743600000002
8,36.0066290217898
9,32.674109000000016
10,38.77656999999999
11,87.15442100000003
12,78.07222500000002
13,61.46810400000009
14,32.340014000000025
15,56.44798200000001
16,30.294937000000015
17,80.32440599147569
18,86.41803517176886
19,35.380623
20,63.79197280136185
21,81.795099
22,26.745215000000005
23,66.58952166135049
24,49.546997000000026
25,14.890085999999998
26,17.004837999999996
27,32.044634000000016
28,75.30624899999998
29,36.961569
30,86.828431
31,70.48909700000003
32,62.78582399999999
33,88.947607
34,60.28172499999998
35,52.02660699999999
36,29.997594000000017
37,81.4608120000001
38,40.19699000000001
39,62.068594999999995
40,78.57730800000003
41,87.658439
42,48.54268700000002
43,92.10571499999996
44,48.092706000000014
45,49.926475000000025
46,21.505213458261416
47,88.594871
48,54.18205899999999
49,24.46425500000001
50,62.163032
51,46.06402400000001
52,33.986034000000004
53,70.54167199999996
54,86.23572700000003
55,91.822956
56,84.53618099999996
57,42.94155300000001
58,29.855458000000016
59,48.22465800000001
60,49.959360999999994
61,55.419971000000004
62,34.93138500000002
63,50.06577800000001
64,62.45194200000001
65,36.69653900000001
66,69.66481000000003
67,84.44511099999998
68,53.829297
69,78.65831800000002
70,87.58812900000012
71,67.13855600000002
72,24.325960000000016
73,78.91645741745458
74,59.67918599999997
75,23.521654
76,67.68471299999997
77,36.812469000000014
78,87.87681345607454
79,34.913674
80,61.92505199999998
81,94.194258
82,46.41632200000001
83,47.31141200000002
84,21.348633999999997
85,62.41085500000006
86,23.446612000000002
87,78.24353700000007
88,17.010430000000003
89,58.50496299999999
90,71.45797400000001
91,17.225451999999997
92,37.97460200000001
93,26.342827000000014
94,40.149143000000024
95,31.414923454755368
96,14.034754000000005
97,64.77520700000005
98,64.825473
99,24.949618000000015
100,50.89754100000003
101,60.73834999999998
102,36.097661
103,28.576943999999997
104,60.637007000000025
105,54.87487100000001
106,28.83835700000001
107,90.00873999999997
108,55.52444899999998
109,21.381790000000002
110,56.180548000000016
111,78.91286686406045
112,27.75335300000002
113,14.919165999999997
114,88.84283000000002
115,18.764782999999994
116,81.03691999999998
117,33.695170000000026
118,33.526160000000004
119,54.834591
120,51.83603899999999
121,81.38302531266663
122,16.86305700000001
123,36.550107000000004
124,37.94394900000001
125,47.22142600000001
126,38.106514999999995
127,51.738855000000015
128,26.42208500000001
129,11.221306
130,89.663861
131,72.30248499999998
132,69.06260699999997
133,42.46094700000001
134,56.53478699999998
135,68.12888773466439
136,50.68172300000001
137,62.67436100000002
138,81.34419399999996
139,9.635617
140,18.54740293448384
141,82.478283
142,13.962692999999998
143,59.35463600000001
144,48.82836300000002
145,34.584206000000016
146,15.212339000000007
147,75.21919600000003
148,38.621717
149,40.873959
150,61.116665000000026
151,75.1727044002475
152,42.393806000000005
153,70.92172199999999
154,78.56029500000001
155,31.341854000000012
156,79.80429400000008
157,50.60747900000001
158,47.961431
159,70.103276
160,32.89236200000001
161,81.72873899999998
162,26.935008000000018
163,49.778604000000016
164,29.778289000000004
165,24.38611300000001
166,50.39249500000001
167,70.30453100000001
168,37.846558
169,26.893897999999993
170,42.06793200000002
171,14.463510999999997
172,35.87693499999999
173,14.801369
174,73.475365
175,33.604087
176,64.02706400000002
177,27.89186500000001
178,78.17654899999998
179,43.85910300000002
180,45.407917999999995
181,40.149942
182,64.91134199999998
183,75.00073499999999
184,32.43541200000002
185,82.2966540000001
186,62.942038000000025
187,84.15206599999999
188,44.321847999999996
189,49.94221500000001
190,88.10543399999996
191,52.438962000000004
192,40.96654000000003
193,86.23572700000003
194,84.35611199999995
195,46.93767800000003
196,27.154496
197,65.26551700000002
198,80.6632880000001
199,33.478679
200,62.93702500000001
201,40.74239600000001
202,39.37596100000001
203,29.114763999999997
204,60.29960700000001
205,16.884921999999996
206,26.008476000000016
207,89.20936600000003
208,35.69590600000001
209,55.04284099999999
210,69.88749100000003
211,68.19801300000002
212,55.892018999999976
213,50.976992000000024
214,28.309019000000006
215,66.912807
216,45.60261400000002
217,32.26035800000001
218,29.691966000000015
219,53.13566600000003
220,14.093139000000003
221,37.741925
222,66.11797800000002
223,38.80547300000003
224,60.48533699999998
225,36.062722000000015
226,8.319738999999998
227,58.19308599999998
228,35.92240397666658
229,88.86003199999998
230,36.95403
231,74.147532
232,26.521465000000017
233,34.765894
234,35.38276700000001
235,34.250049000000004
236,61.08193300000002
237,59.56445200000001
238,36.757830999999996
239,51.081537999999995
240,74.21423271208556
241,55.03529500000001
242,24.060046999999997
243,68.92949900000002
244,62.26267700000003
245,44.522629
246,12.97491100000001
247,31.51137004440875
248,27.24385300000001
249,10.374014000000003
250,58.154827
251,59.96130399999998
252,57.07910999999999
253,81.27394300000003
254,80.70975900000006
255,41.731674000000005
256,16.147414
257,87.26813599999998
258,8.105216084622546
259,93.609813
260,59.34200800000001
261,63.210912999999984
262,17.185777946369935
263,50.592321000000034
264,59.46951100000001
265,55.33269200000002
266,12.639809000000001
267,85.69863900000009
268,18.399828
269,74.22321753133868
