id,reference
0,48.3831568
1,76.0247392
2,85.4840794
3,48.4548856
4,90.4557044
5,10.930409
6,79.0290318
7,56.7365238
8,36.006759
9,32.7502554
10,38.7998204
11,87.2318578
12,78.0331792
13,61.4284304
14,32.3204912
15,56.4683506
16,30.27118
17,80.3245014
18,86.4180436
19,35.4766302
20,63.721586
21,81.8263274
22,26.726816
23,66.5895944
24,49.4270212
25,14.9209704
26,17.0198708
27,32.0548064
28,75.2475032
29,36.971113
30,86.8093432
31,70.571341
32,62.6901826
33,88.9668608
34,60.2979692
35,52.0142674
36,29.9640282
37,81.4939422
38,40.1800974
39,62.1173278
40,78.5376344
41,87.5648122
42,48.6098186
43,92.0589014
44,48.1062704
45,49.9592256
46,21.5054198
47,88.6246262
48,54.1340554
49,24.5054342
50,62.1538326
51,46.082423
52,34.015579
53,70.5145434
54,86.282313
55,91.6615768
56,84.5146394
57,42.9823938
58,29.845623
59,48.2454768
60,49.9398382
61,55.4323104
62,34.9220976
63,50.0933762
64,62.4842178
65,36.7200136
66,69.6742996
67,84.4315466
68,53.84608
69,78.774159
70,87.3902764
71,67.169765
72,24.3369026
73,78.8401892
74,59.6883854
75,23.5055124
76,67.7315264
77,36.784159
78,87.876902
79,34.9287248
80,61.9633086
81,94.143568
82,46.3896566
83,47.3306658
84,21.3308958
85,62.42742
86,23.5086474
87,78.2200386
88,17.0569566
89,58.4579664
90,71.3891282
91,17.2495466
92,37.9007396
93,26.2862704
94,40.1686658
95,31.414983
96,14.0811908
97,64.7906944
98,64.8039312
99,24.9377396
100,50.938278
101,60.7035002
102,36.1080704
103,28.5592058
104,60.7890402
105,54.9019996
106,28.7326146
107,89.9437628
108,55.4862734
109,21.417932
110,56.1218612
111,78.9129872
112,27.7383202
113,15.0032084
114,88.8626668
115,18.8072482
116,81.0524072
117,33.6810308
118,33.5537312
119,54.8484948
120,51.845666
121,81.3830318
122,16.8507542
123,36.567884
124,37.9556982
125,47.2552194
126,38.1341132
127,51.7065424
128,26.4354016
129,11.1708806
130,89.5720484
131,72.2699964
132,69.0718064
133,42.4431702
134,56.4276722
135,68.1300264
136,50.588799
137,62.6472324
138,81.3752514
139,9.6717592
140,18.551224
141,82.4647186
142,14.0070516
143,59.3856108
144,48.9160558
145,34.5544742
146,15.240263
147,75.2383244
148,38.6821282
149,40.8416756
150,61.0670188
151,75.1727604
152,42.3283046
153,70.9379662
154,78.5212494
155,31.38844
156,79.7380332
157,50.6173974
158,47.9941816
159,70.0872748
160,32.9018516
161,81.6975302
162,26.9041236
163,49.7977322
164,29.6725466
165,24.410792
166,50.3386406
167,70.368927
168,37.8000574
169,26.8287418
170,42.0172418
171,14.4241706
172,35.9228414
173,14.8721444
174,73.4922576
175,33.632556
176,63.9683182
177,27.9459138
178,78.157589
179,43.888334
180,45.4365498
181,40.1232766
182,64.8301206
183,75.0102152
184,32.4838258
185,82.2392692
186,62.8834694
187,83.987638
188,44.3769166
189,49.9213962
190,88.1330322
191,52.4820456
192,40.943507
193,86.1736124
194,84.3931306
195,47.0071068
196,27.1944458
197,65.2847708
198,80.4654354
199,33.5111674
200,62.87083
201,40.6873276
202,39.3914484
203,29.051134
204,60.3516542
205,16.8411512
206,25.9672968
207,89.2001666
208,35.7307814
209,55.0116126
210,69.9205886
211,68.2332604
212,55.8821084
213,51.076022
214,28.3331138
215,66.941276
216,45.6195066
217,32.2441138
218,29.7403798
219,53.1164122
220,14.0690442
221,37.718892
222,66.0856654
223,38.8220382
224,60.5360272
225,36.093239
226,8.3078604
227,58.1775986
228,35.9224518
229,88.7736554
230,36.9863058
231,74.0906518
232,26.5059776
233,34.8007694
234,35.3629302
235,34.2169186
236,60.9835818
237,59.1116322
238,36.7901144
239,51.1117438
240,74.2142898
241,55.0743406
242,24.28732
243,68.9141968
244,62.2146734
245,44.4767226
246,12.986661
247,31.5117856
248,27.2335582
249,10.4287274
250,58.2044578
251,59.9781966
252,57.1836598
253,81.313935
254,80.7196774
255,41.7214898
256,16.159164
257,87.2586464
258,8.1057592
259,93.5785846
260,59.3992714
261,63.1842516
262,17.1858274
263,50.5517846
264,59.4857554
265,55.3091938
266,12.610264
267,85.7090484
268,18.3812532
269,74.2233722
270,56.018673
271,58.6267908
272,82.5917582
273,28.8881854
274,65.1809118
275,39.0724552
276,47.8601434
277,56.5828936
278,56.6449906
279,26.6020416
280,61.236898
281,88.6608588
282,7.2735328
283,36.2296776
284,70.5728054
285,50.7381286
286,22.2612464
287,62.7587232
288,41.5964936
289,45.4669504
290,37.231105
291,7.989609
292,44.5257
293,39.7971876
294,61.792442
295,73.8378044
296,35.3925616
297,8.4032878
298,35.8502112
299,59.0553078
300,24.3813872
301,91.0107698
302,39.5369784
303,53.7083842
304,11.9599042
305,10.6897436
306,54.7022586
307,60.4490998
308,56.394792
309,32.1200288
310,51.3860118
311,44.2891962
312,32.5716786
313,49.1592648
314,58.842245
315,66.8534758
316,47.2930582
317,80.2709132
318,23.737922
319,12.9846744
320,27.2912758
321,8.1934812
322,11.5921698
323,26.5255696
324,39.984617
325,34.587324
326,82.0274554
327,74.4688632
328,67.419437
329,55.0518706
330,47.2153932
331,93.0789068
332,89.5720484
333,27.0129666
334,26.1630016
335,77.2863864
336,77.3303588
337,35.4156102
338,35.7898584
339,89.3458372
340,81.1500036
341,40.0555738
342,89.067213
343,32.8171192
344,11.0927472
345,22.8847788
346,94.1518784
347,75.6716154
348,30.322561
349,38.6668876
350,68.8311018
351,63.8241226
352,59.9705652
353,31.5577876
354,54.2960736
355,35.1903458
356,49.1006436
357,38.0527174
358,53.3728932
359,60.696125
360,62.8236744
361,45.3049708
362,27.6074176
363,73.5529536
364,10.9523704
365,52.2218824
366,20.718169
367,60.9311866
368,35.4067868
369,47.2164046
370,32.3991852
371,23.1042454
372,83.1765776
373,56.2035588
374,26.0407168
375,26.0433512
376,16.8116836
377,14.1257796
378,44.7617402
379,24.7522992
380,43.587213
381,11.5533052
382,11.156385
383,37.7267944
384,88.8523348
385,50.3785586
386,31.6946242
387,50.1805026
388,56.3165926
389,45.1897116
390,27.7996238
391,18.4467306
392,30.0550578
393,27.4802626
394,82.9108884
395,85.3801864
396,9.1769232
397,53.3716126
398,69.8193788
399,10.9591736
400,54.0502396
401,25.034577
402,11.2365904
403,34.6230432
404,82.5803668
405,31.7051496
406,87.9046666
407,59.0953652
408,52.3392254
409,59.6133672
410,47.3862364
411,38.119983
412,61.7605558
413,68.7023086
414,88.8723716
415,87.6856814
416,33.2031254
417,40.1105166
418,44.6229916
419,42.7477686
420,36.1566396
421,9.0383342
422,12.462539
423,67.3001112
424,34.9775548
425,48.0831578
426,83.428491
427,50.8790322
428,24.724331
429,31.754397
430,33.2251348
431,16.3584918
432,31.0634408
433,13.397339
434,30.4895906
435,77.2232442
436,46.9166448
437,36.4497652
438,92.5642072
439,57.7402626
440,54.124776
441,18.7275752
442,15.5608552
443,54.6069594
444,95.4172982
445,67.185058
446,36.5261458
447,57.1373676
448,48.2695706
449,53.0621234
450,53.0923626
451,10.7439738
452,30.9893362
453,64.251472
454,86.7841634
455,59.9704286
456,41.824271
457,74.3821588
458,36.6493614
459,76.4482478
460,32.6833648
461,46.0498158
462,48.2814312
463,47.251218
464,45.7331058
465,83.0682498
466,33.631636
467,47.6654682
468,48.404686
469,19.5961652
470,92.7215588
471,41.353915
472,51.6259832
473,25.4919162
474,91.0321978
475,25.181223
476,34.2766358
477,34.0689366
478,26.8441142
479,43.1251202
480,47.5064444
481,63.8400878
482,26.352952
483,32.3660684
484,70.8135818
485,94.880246
486,81.3205936
487,87.5902288
488,35.7646518
489,23.3707864
490,45.3941466
491,32.1643768
492,55.3589016
493,39.400298
494,45.6452192
495,27.8097302
496,85.3350634
497,38.7378564
498,33.714949
499,18.2976664
500,44.6762126
501,51.742837
502,79.1237522
503,47.4799624
504,11.0703984
505,82.9355476
506,8.4608896
507,24.1963256
508,35.8129134
509,10.1360626
510,34.5316564
511,46.3848256
512,60.3616246
513,32.1738238
514,52.2571416
515,42.208068
516,36.269397
517,62.6394336
518,90.3748176
519,21.622229
520,79.1629508
521,26.380199
522,84.3025342
523,9.3829818
524,33.1151224
525,66.9191398
526,28.6758102
527,30.564013
528,75.0201062
529,26.065484
530,73.4945824
531,27.6087706
532,61.8687638
533,33.1162146
534,26.9305422
535,75.6352248
536,91.6169222
537,19.707668
538,45.8647324
539,83.0234132
540,41.0927216
541,78.8689492
542,57.3282452
543,72.3299256
544,12.0157718
545,43.1694306
546,94.5741932
547,36.251808
548,62.5796216
549,78.3183464
550,32.877798
551,21.2182322
552,90.9426304
553,27.9588644
554,52.7297214
555,16.0141668
556,75.7604884
557,46.8408612
558,48.3916388
559,27.5219818
560,64.5917156
561,36.5367516
562,43.8331754
563,39.8467406
564,10.8020106
565,31.3879334
566,89.3984432
567,85.1755362
568,39.445459
569,16.3757964
570,80.8706666
571,46.5199222
572,60.7629766
573,44.65247
574,42.3365086
575,66.4328432
576,41.6157458
577,41.9694224
578,19.8930934
579,83.0834054
580,80.0808962
581,84.487665
582,29.3851224
583,41.0635762
584,26.7702912
585,48.2569496
586,32.5699488
587,27.0409168
588,50.3222558
589,68.3415402
590,22.9113064
591,51.071586
592,41.7892202
593,46.3894866
594,73.4315306
595,80.992562
596,30.9373208
597,13.9326686
598,26.0407168
599,46.1710908
600,40.2880812
601,77.2869006
602,17.0653252
603,30.7856774
604,32.4784544
605,67.3111616
606,68.6126508
607,65.5581918
608,80.6877564
609,59.0553078
610,61.5903776
611,53.0408848
612,72.3996578
613,47.107488
614,5.9035606
615,42.1173464
616,38.983749
617,31.3250322
618,88.6326924
619,46.690333
620,42.3594216
621,89.0590426
622,51.2322384
623,44.1764244
624,45.3375446
625,44.5421224
626,10.9085846
627,51.1258258
628,46.158556
629,57.6589798
630,37.5791256
631,54.0694422
632,52.4126238
633,38.7630222
634,76.6317748
635,26.3394168
636,63.297245
637,7.285039
638,57.9811026
639,53.1199898
640,27.923504
641,31.7647994
642,22.6924796
643,60.391993
644,15.886334
645,18.4877224
646,31.1079456
647,71.3808642
648,78.1893618
649,29.4682474
650,51.2823992
651,75.1516746
652,10.0895034
653,29.6678418
654,43.7911634
655,46.9326454
656,60.7325386
657,15.3061218
658,62.2999388
659,30.980255
660,42.0999808
661,38.6519322
662,50.5624134
663,48.0542846
664,46.9277598
665,27.6948186
666,30.094678
667,44.2323852
668,37.5343144
669,57.7716622
670,28.3185338
671,29.0489798
672,26.5988924
673,52.1605638
674,29.9190012
675,59.231358
676,22.9135004
677,29.1358894
678,68.283647
679,48.9523398
680,27.2527544
681,64.4929432
682,21.5389662
683,85.6795432
684,34.8397704
685,12.1310776
686,57.276105
687,61.5561918
688,48.7970254
689,54.163607
690,37.5295634
691,59.9182892
692,43.359461
693,65.6093176
694,25.609696
695,43.2700854
696,24.516796
697,33.1965204
698,44.0206486
699,27.2184096
700,41.2139574
701,24.888481
702,9.7863786
703,16.3900752
704,30.2229398
705,17.9636924
706,48.9684312
707,34.7041678
708,54.3372086
709,77.5770864
710,69.8292136
711,37.8000684
712,34.1944456
713,43.6722388
714,32.7722048
715,39.9392386
716,51.3353
717,50.9310418
718,41.1817228
719,61.5559172
720,31.8060394
721,87.218878
722,23.570936
723,40.168025
724,17.9074266
725,81.0218708
726,29.164743
727,24.85121
728,73.684866
729,41.4329348
730,35.9485194
731,26.1166006
732,41.4604102
733,49.6141948
734,38.5007536
735,28.4535676
736,45.6192004
737,49.0342804
738,26.1640246
