id,price_doc
30474,5281494.0848800633
30475,8124167.579685105
30476,5179377.2601696476
30477,5731343.8797253901
30478,4945763.1440043226
30479,9058566.7852118332
30480,4181837.2731453981
30481,4175907.833277104
30482,4663767.280326874
30483,4677893.8784271097
30484,6275876.2777222283
30485,4871384.8159551919
30486,3565317.2232224769
30487,3763076.7203461197
30488,6041319.8690355197
30489,6091823.3808069509
30490,22415373.751310296
30491,19537266.716830805
30492,5669886.7640328435
30493,13227058.915629018
30494,6688823.1000370691
30495,10565745.630361086
30496,8382781.1781180473
30497,8263485.5341936937
30498,4514867.5052316003
30499,8003585.2563733598
30500,10994753.367414739
30501,6824695.644381661
30502,3010202.8907431168
30503,6530843.9278022144
30504,5610181.7446894301
30505,11128894.153283302
30506,3235134.5170220449
30507,4670698.454370657
30508,5299451.4975348264
30509,7462377.4175321264
30510,9133081.3061453383
30511,6505901.4241066668
30512,6136203.0453407653
30513,4172243.6381586776
30514,3437383.0259425063
30515,9625314.6794337034
30516,5763838.8173443098
30517,11038533.321544975
30518,8221044.1645830516
30519,4413858.5018144287
30520,6913270.3367361063
30521,5777365.7214490036
30522,7499386.5796863623
30523,6394835.7786936425
30524,10484847.97306071
30525,11441396.215569805
30526,4832606.9106660765
30527,4896928.9471576335
30528,6582180.271867726
30529,6570224.3871915508
30530,6178423.0344470236
30531,14378309.417654516
30532,4704846.4236292345
30533,10664132.360797035
30534,6577330.1805736981
30535,9402745.9248905163
30536,5784012.1445127819
30537,11432716.852028217
30538,4785281.80350421
30539,8672596.8318877071
30540,9561114.1334079374
30541,5975530.582736453
30542,2093020.4851141656
30543,5515770.8038419234
30544,6592999.4945097938
30545,8409989.4846700747
30546,4065492.4251009235
30547,9650150.9860220123
30548,4454880.8862593137
30549,5020470.7304468248
30550,12005245.572111178
30551,5056123.5308988625
30552,1799811.0246405439
30553,7151162.9292821763
30554,10826287.450759685
30555,6154845.2131798305
30556,8953713.703062607
30557,7194190.766284246
30558,9357481.2536986452
30559,6142162.8660549335
30560,6071472.8587107481
30561,6699080.6632366646
30562,12252758.049928535
30563,4891817.4397412399
30564,7113661.077588683
30565,6531538.8430049866
30566,6913507.2001714818
30567,1940437.1444770037
30568,9737870.4093031287
30569,9702972.354312852
30570,6623139.6489499286
30571,7417494.1367762955
30572,4789796.7749823648
30573,6388774.5880911015
30574,5929343.2329869661
30575,7455406.3283199053
30576,4787082.0042361589
30577,4043603.5674735093
30578,3222299.2885659095
30579,6889696.8355589528
30580,4398053.0251020528
30581,5457686.1906269006
30582,12588879.069337159
30583,6773181.2764229858
30584,4262894.6585718021
30585,2477388.4156584544
30586,9125095.5418427009
30587,5680757.5842803027
30588,7701022.8978143008
30589,7179077.205857343
30590,12380112.140035994
30591,5255381.9493071577
30592,6296664.1585419057
30593,7787353.5362712592
30594,6715908.752412945
30595,5422504.4747074116
30596,6463875.6432042746
30597,6386822.7457849868
30598,9464912.3665258456
30599,10408772.14944268
30600,4992202.532448261
30601,5838180.3718581218
30602,1689996.6014990965
30603,12047063.440640822
30604,4494306.5272933953
30605,6615156.4871433619
30606,24204299.586188368
30607,6685162.0527770547
30608,8572909.2819678169
30609,6093086.6629544431
30610,2947393.1674867282
30611,5377006.4000566173
30612,7049326.2096012095
30613,8607018.5228062086
30614,16535865.248403035
30615,7345641.2657178594
30616,5487939.5029641036
30617,9131458.5385137238
30618,4876179.0305545796
30619,4212838.4868556894
30620,2569122.4892217778
30621,8850235.2448381707
30622,7526052.2084560888
30623,6190750.0940636517
30624,6708964.2872500485
30625,7998155.8312556585
30626,6121418.909966236
30627,7152397.0143068377
30628,6314233.5963865854
30629,5238957.4332485432
30630,4647231.7405966138
30631,6046070.2017401308
30632,4033423.7963414663
30633,5771574.1921355557
30634,11360518.473602766
30635,9533028.8696407788
30636,5257925.6232507406
30637,9498928.0425251294
30638,5838891.2599461926
30639,7498118.033837161
30640,4527386.1422657557
30641,8029417.725238692
30642,6453683.2798856087
30643,7702637.7606049078
30644,9460673.8665258512
30645,7221580.4484287854
30646,5168195.9010435846
30647,4665288.5148536908
30648,23395146.393528298
30649,2082316.1835901749
30650,4929178.0851107687
30651,3346594.2174419803
30652,4415582.8856952032
30653,7109546.7319372697
30654,4362443.3203669507
30655,12721075.040249646
30656,3901469.5953608616
30657,6305037.7939703232
30658,10782736.405073233
30659,4658593.3597984798
30660,8387747.1423556134
30661,6582162.3454076275
30662,8220914.1678415267
30663,16427274.83717113
30664,11882624.966347467
30665,6064058.7701865267
30666,2517720.5017287154
30667,4107189.126721567
30668,8890849.9445746336
30669,4861127.8452738477
30670,2409996.7722687325
30671,7082378.5736385388
30672,15780393.531734655
30673,10242351.790017027
30674,11392524.651822941
30675,2036910.1003817071
30676,6636634.5427021859
30677,4110237.9156866265
30678,19535856.014182549
30679,5653168.8548863512
30680,4998941.9217518037
30681,2381912.0021327883
30682,8759779.0250047483
30683,9487998.6268156972
30684,4602567.3989743693
30685,7379506.1109318957
30686,9415061.3579128888
30687,4980907.5501041962
30688,4379450.0228118831
30689,14031972.94788133
30690,25290087.877920352
30691,4366512.9383455971
30692,5890595.4294411009
30693,11294575.761851499
30694,5502787.3330467194
30695,6920637.0219021942
30696,6537065.0413264465
30697,12027993.166254118
30698,7572050.7491182657
30699,5829260.2255497035
30700,4856224.3219248448
30701,9461284.6165258344
30702,5998132.5384652298
30703,3748553.6967664203
30704,11527393.149897765
30705,8855727.8552635107
30706,24109365.260751218
30707,3521212.9655973744
30708,13584360.937452693
30709,5965293.8260538289
30710,6801176.871963351
30711,4540896.6467387285
30712,3970527.9153584894
30713,6240868.4136158824
30714,6928296.2512822086
30715,3855599.0436687111
30716,9487696.4268156998
30717,5975204.2597015882
30718,8264661.8364425115
30719,13995335.348772295
30720,7265385.8016883694
30721,4566732.7216710923
30722,7156315.2413550001
30723,6043550.5252408423
